source,target
1332441,4510
1332441,1338960
1332441,1338847
1332441,1335069
1332442,1340967
1332442,1346849
1332442,1341807
1332442,1341153
1332442,1335976
1332442,1347203
1332442,1343909
1332442,1335080
1332442,1342103
1332442,1338191
1332442,1332904
1332442,1333106
1332442,1346329
1332442,1333106
1332442,1332904
1332443,1333752
1332444,1333623
1332444,1338901
1332446,1345894
1332447,1339593
1332447,1334422
1332447,1334063
1332447,1333460
1332447,1346533
1332447,1342375
1332447,1332928
1332447,1333460
1332447,1334063
1332447,1334422
1332447,1332928
1332449,1335611
1332449,1339457
1332449,1332891
1332449,1342917
1332449,1338834
1332449,1336265
1332449,1346507
1332449,1347634
1332449,1341797
1332449,1340932
1332449,1336266
1332449,1346507
1332472,1346184
1332472,1337161
1332472,1340210
1332472,1335690
1332472,1335156
1332472,1343046
1332472,1346325
1332472,1348851
1332472,1335163
1332472,1340058
1332472,1348851
1332518,1338546
1332519,1344979
1332519,1343261
1332519,1333459
1332519,1333227
1332519,1343838
1332519,1334445
1332519,1335042
1332519,1338124
1332519,1346433
1332519,1332897
1332519,1344651
1332519,1339330
1332519,1341264
1332519,1346402
1332519,1333943
1332519,1339132
1332519,1335042
1332519,1334445
1332519,1333943
1332519,1333459
1332519,1332897
1332519,1336279
1332519,1345894
1332519,1346070
1332519,1334838
1332519,1347966
1332519,1333536
1332519,1343788
1332519,1340545
1332519,4512
1332519,1336264
1332519,1337236
1332519,1345453
1332519,1342002
1332519,1340638
1332519,1333936
1332519,1345694
1332519,1341967
1332519,1333941
1332519,1345625
1332519,1344436
1332519,1340280
1332519,1333453
1332519,1333104
1332519,1347011
1332519,1345043
1332519,1345642
1332519,1333472
1332519,1342930
1332519,1335299
1332519,1338535
1332519,1332580
1332519,1335823
1332519,1347930
1332519,1338027
1332519,1344423
1332519,1345915
1332519,4465
1332519,1346543
1332519,1338670
1332519,1345642
1332519,1339006
1332519,1342589
1332519,1338419
1332519,1348121
1332519,1347959
1332519,4510
1332519,1341222
1332519,1348576
1332519,1344631
1332519,1336522
1332519,1339188
1332519,1335611
1332519,1343497
1332519,1346755
1332519,1339739
1332519,1337941
1332519,1340873
1332519,1343331
1332519,1345823
1332519,1348304
1332519,1335202
1332519,1348200
1332519,1338803
1332519,1339113
1332519,1345393
1332519,1348287
1332519,1340785
1332519,1345822
1332520,1345902
1332520,1346429
1332520,1332894
1332520,1338695
1332520,1335952
1332520,1332894
1332520,5371
1332520,1333336
1332520,1333232
1332520,1341220
1332520,1351257
1332520,1340990
1332520,1334564
1332536,1338820
1332536,1340361
1332536,1335955
1332536,1335163
1332536,1338820
1332537,1335955
1332537,1338513
1332538,1332899
1332538,1332899
1332539,1335976
1332539,1332896
1332539,1332896
1332540,1335312
1332540,1339457
1332540,1338027
1332540,1336576
1332540,1345695
1332540,1346507
1332540,1347634
1332540,1341797
1332540,1340932
1332540,1346507
1332542,1342299
1332542,1342299
1332542,1346657
1332543,4969
1332544,1343499
1332544,1339032
1332544,1339032
1332554,1336316
1332554,1336316
1332554,1341758
1332556,1341347
1332556,1337446
1332556,1347959
1332558,1346507
1332558,1346183
1332558,1333934
1332558,1346867
1332558,1339238
1332558,5018
1332558,1338027
1332558,1341222
1332558,1347634
1332558,1346507
1332558,1342917
1332558,1332764
1332558,1332901
1332558,1332764
1332558,1332901
1332563,1336576
1332563,1345996
1332563,1334840
1332563,4826
1332563,1342835
1332563,1336576
1332563,1347998
1332566,1335052
1332566,1334672
1332566,1334294
1332566,1333919
1332566,1333469
1332566,1335611
1332566,1333135
1332566,1346507
1332566,1333934
1332566,1346867
1332566,1339238
1332566,5018
1332566,1338027
1332566,4465
1332566,1338670
1332566,1336131
1332566,1345642
1332566,1348514
1332566,1333101
1332566,1348576
1332566,1344631
1332566,1347519
1332566,1335892
1332566,1342917
1332566,1345043
1332566,1335361
1332566,1336576
1332566,1332871
1332566,1333135
1332566,1333469
1332566,1333919
1332566,1334294
1332566,1334672
1332566,1335052
1332566,1346507
1332566,1347634
1332566,1332871
1332582,1334841
1332582,1342835
1332582,1334290
1332582,1333332
1332582,1333107
1332582,1334840
1332582,4826
1332582,1347998
1332582,1345996
1332582,1336576
1332582,4450
1332582,1336576
1332584,1336131
1332584,1337446
1332584,4510
1332584,1335299
1332584,5374
1332584,4566
1332584,5374
1332586,1346867
1332586,4607
1332586,1346867
1332651,1336790
1332651,1332765
1332651,1332765
1332651,1338807
1332651,1336005
1332651,1348746
1332655,1336194
