iter	RMSE
297	0.0160182849
298	0.01590862133
299	0.01579987696
300	0.01569119662
301	0.01557905288
302	0.01549436751
303	0.01541011886
304	0.01531315121
305	0.01521426633
306	0.01510757997
307	0.01500616902
308	0.01490324251
309	0.0148008847
310	0.01470128442
311	0.01460266369
312	0.01450501117
313	0.01442892686
314	0.01433403104
315	0.01423870147
316	0.01414659159
317	0.01405296254
318	0.01397855313
319	0.01388637724
320	0.01379718927
321	0.01372445478
322	0.01363853232
323	0.01354924582
324	0.01346082603
325	0.01337960911
326	0.01329389473
327	0.01320769902
328	0.01312233653
329	0.01305542799
330	0.01297138116
331	0.01288814469
332	0.01280629891
333	0.01272454534
334	0.01266011941
335	0.01258286272
336	0.01250462849
337	0.01244083898
338	0.01236207938
339	0.01228724701
340	0.01220986828
341	0.01213630286
342	0.01206027972
343	0.01198498424
344	0.01191040889
345	0.0118371355
346	0.01176660345
347	0.01169393105
348	0.01163610404
349	0.01156719674
350	0.0114964677
351	0.01142605476
352	0.01135631418
353	0.01128972201
354	0.01123445228
355	0.0111663281
356	0.01110126879
357	0.01103676982
358	0.01097282605
359	0.0109094324
360	0.01084658386
361	0.01078427549
362	0.01072250241
363	0.01066125983
364	0.0105982757
365	0.01053806679
366	0.01047837498
367	0.0104198131
368	0.01036173622
369	0.01030353233
370	0.01024641799
371	0.01018919121
372	0.01013302336
373	0.01007732065
374	0.01002207928
375	0.009967295469
376	0.009912965511
377	0.009859085729
378	0.009805652497
379	0.009752662228
380	0.00970011138
381	0.009647996451
382	0.009596313982
383	0.009545060552
384	0.009494232779
385	0.009443827322
386	0.009393840875
387	0.009344270172
388	0.00929511198
389	0.009246363105
390	0.009198020384
391	0.009150080693
392	0.009102540939
393	0.009049315
394	0.009002548452
395	0.008956173205
396	0.008904193709
397	0.008852706537
398	0.008801707306
399	0.008756815858
400	0.008706305389
401	0.008656548875
402	0.008607265327
403	0.008558025661
404	0.008509257597
405	0.008461215446
406	0.008413295527
407	0.008366088086
408	0.00831900142
409	0.008272614006
410	0.008226345992
411	0.008180764209
412	0.008135300529
413	0.008090510261
414	0.008045836875
415	0.00800441387
416	0.007960682244
417	0.007919882349
418	0.007876846543
419	0.00783666064
420	0.00779681016
421	0.007754729287
422	0.007713053865
423	0.007674069102
424	0.007635301218
425	0.007594551541
426	0.007556368915
427	0.007516269974
428	0.007478664048
429	0.007441375944
430	0.007402168391
431	0.007365444346
432	0.007326864006
433	0.007290695798
434	0.007254834995
435	0.007217112779
436	0.007181795654
437	0.007144678039
438	0.007109896689
439	0.007075412712
440	0.007013216588
441	0.006977311688
442	0.006943664758
443	0.006908336277
444	0.006875200373
445	0.006842349441
446	0.006782509521
447	0.006750240638
448	0.006694859139
449	0.006661164999
450	0.006627803756
451	0.006596493779
452	0.006542566138
453	0.006510002822
454	0.006479420999
455	0.006426651933
456	0.006394868546
457	0.006364998725
458	0.00631029006
459	0.006280950863
460	0.006226686392
461	0.006196216088
462	0.00616756936
463	0.006114583736
464	0.006084874761
465	0.006055463376
466	0.00601627891
467	0.005988758409
468	0.005934571025
469	0.005906088132
470	0.005853754856
471	0.005827121159
472	0.005774642701
473	0.005747137454
474	0.005719412568
475	0.00566815126
476	0.00561509826
477	0.005564965984
478	0.005518242931
479	0.005469447135
480	0.005423967092
481	0.005379123637
482	0.005332290168
483	0.005290482877
484	0.00524738314
485	0.005206646847
486	0.005166093651
487	0.005126412961
488	0.005087275203
489	0.005046671834
490	0.005008540643
491	0.004970932241
492	0.004938971019
493	0.00490389899
494	0.004865579075
495	0.004829708736
496	0.004795987434
497	0.004762708377
498	0.004718852238
499	0.004686298877
500	0.004658827762
501	0.004627368946
502	0.004600523279
503	0.004574036416
504	0.004537951477
505	0.004513710931
506	0.004490534516
507	0.004466820196
508	0.00443720404
509	0.004418641043
510	0.004400352429
511	0.004368787852
512	0.004348921183
513	0.004326936647
514	0.004307367858
515	0.00428573
516	0.004254819026
517	0.004235699501
518	0.004207446639
519	0.004188657955
520	0.004170075093
521	0.004142427638
522	0.00412177062
523	0.004103584857
524	0.004074220549
525	0.004056379352
526	0.004033848115
527	0.004016288271
528	0.003989856809
529	0.003967871698
530	0.003950698609
531	0.003929055804
532	0.003901233575
533	0.003884193893
534	0.003867581941
535	0.003842375821
536	0.003821510474
537	0.003805263563
538	0.003784721195
539	0.003768467887
540	0.003744178806
541	0.00371786272
542	0.003702245778
543	0.003682439239
544	0.003666809062
545	0.003647310837
546	0.003623544768
547	0.003608283185
548	0.003585267563
549	0.003566354872
550	0.003551659304
551	0.003533036259
552	0.003510601025
553	0.003496018003
554	0.00347396411
555	0.003455898958
556	0.003441874359
557	0.003424084701
558	0.00341028079
559	0.003392762036
560	0.003371173277
561	0.00335742892
562	0.003336522508
563	0.003319527281
564	0.003302729555
565	0.003290192237
566	0.00326991732
567	0.003257585337
568	0.003237638624
569	0.003225508821
570	0.003213518624
571	0.003193954287
572	0.003182161269
573	0.003162913484
574	0.003151314623
575	0.00313237832
576	0.003116941507
577	0.003105607501
578	0.003087112414
579	0.003075965747
580	0.003057770515
581	0.003046808323
582	0.003026113642
583	0.003014306934
584	0.002999306888
585	0.002987684717
586	0.002970245995
587	0.002953528754
588	0.002937032225
589	0.002927283813
590	0.002917630692
591	0.002900734852
592	0.002884678942
593	0.002868834736
594	0.00285945256
595	0.002850162308
596	0.002831188195
597	0.002815774672
598	0.002800563992
599	0.002791535033
600	0.002766696216
601	0.002757823059
602	0.00274205786
603	0.002717781416
604	0.0027032185
605	0.002679416289
606	0.002662334518
607	0.002648189396
608	0.002639737502
609	0.002616643259
610	0.002608337589
611	0.002589663679
612	0.002576033976
613	0.002553767897
614	0.002540419741
615	0.002532417033
616	0.00251446969
617	0.002501450709
618	0.002480016896
619	0.00246726669
620	0.002458791417
621	0.002447352451
622	0.002426533188
623	0.00241532798
624	0.002403048247
625	0.002380512601
626	0.002373110444
627	0.002361124483
628	0.002341276654
629	0.002330575711
630	0.002308871899
631	0.002301736003
632	0.002288535705
633	0.002277071695
634	0.002258195186
635	0.002246965724
636	0.002240083936
637	0.00223000472
638	0.002209362258
639	0.002191259892
640	0.002181480559
641	0.0021707276
642	0.00215308787
643	0.002142555363
644	0.002133160258
645	0.002115956666
646	0.002108874732
647	0.00209959139
648	0.002080405731
649	0.002068971007
650	0.002062075741
651	0.002053113104
652	0.002034380089
653	0.002020364771
654	0.002011588235
655	0.002004939752
656	0.001996284308
657	0.001982617046
658	0.001969154073
659	0.001961599486
660	0.001954141344
661	0.001946778421
662	0.001940065598
663	0.001931732436
664	0.001925123595
665	0.001914795864
666	0.001908185352
667	0.001901663471
668	0.001888823861
669	0.001882430866
670	0.001876123644
671	0.00186990108
672	0.001860852413
673	0.001854753804
674	0.001839934795
675	0.001823360662
676	0.001808933061
677	0.001799478304
678	0.001790965365
679	0.001774984719
680	0.0017666734
681	0.001751019481
682	0.001737441219
683	0.001722193836
684	0.001708978169
685	0.001700323244
686	0.001691796355
687	0.001686300226
688	0.001678634592
689	0.001673246257
690	0.001665729192
691	0.001651263167
692	0.001646677391
693	0.001632475027
694	0.0016185026
695	0.001606702623
696	0.00159309812
697	0.001585344024
698	0.001578379767
699	0.001571520977
700	0.001566303252
701	0.001553158281
702	0.001542100675
703	0.001529304687
704	0.00152016387
705	0.001513678516
706	0.001507291749
707	0.001502279208
708	0.001497328032
709	0.001485031026
710	0.001476241355
711	0.001470088895
712	0.001465259746
713	0.001457652845
714	0.001455070861
715	0.001452526598
716	0.001450019407
717	0.001445311163
718	0.001439381773
719	0.001436940279
720	0.001434534299
721	0.001432163228
722	0.001429826476
723	0.001424725585
724	0.001418948658
725	0.001416673135
726	0.001414430498
727	0.001412220198
728	0.001406428113
729	0.00140079736
730	0.001395699093
731	0.001390674809
732	0.00138522708
733	0.001382432178
734	0.001379684139
735	0.001376982102
736	0.001371623507
737	0.001368988773
738	0.001363802723
739	0.001359307251
740	0.001354524165
741	0.001349810911
742	0.00134455401
743	0.001340228819
744	0.001337785319
745	0.001332902096
746	0.001328752883
747	0.001320034678
748	0.001311448055
749	0.001302991292
750	0.001294662687
751	0.001286460555
752	0.001278383232
753	0.001270429072
754	0.001262596447
755	0.001260291138
756	0.001257244661
757	0.001249571786
758	0.001247318956
759	0.001245094749
760	0.001238966636
761	0.001236028866
762	0.001233855297
763	0.001227943986
764	0.001225816748
765	0.00122297691
766	0.001215792863
767	0.001210141948
768	0.001204640624
769	0.001202597516
770	0.001199898763
771	0.001194592771
772	0.001192596293
773	0.001189984378
774	0.001182951135
775	0.001177878175
776	0.001175944298
777	0.001171022528
778	0.001169130032
779	0.001166650642
780	0.001161904282
781	0.001156523184
782	0.00115411866
783	0.001149554918
784	0.001147738575
785	0.001142521482
786	0.001140192177
787	0.001135820047
788	0.001131562293
789	0.001129330205
790	0.001122883683
791	0.001121156458
792	0.001117087454
793	0.001112141421
794	0.001109992257
795	0.001106205245
796	0.001104545742
797	0.00110070629
798	0.001094935503
799	0.001093321172
800	0.001091590601
801	0.001089880868
802	0.001086312482
803	0.001082789274
804	0.001081128455
805	0.001079487613
806	0.001076073806
807	0.00107254406
808	0.00106925294
809	0.001067670257
810	0.001066106547
811	0.001062930492
812	0.001061395703
813	0.001059879292
814	0.001052373257
815	0.001049333779
816	0.001047852468
817	0.001044909062
818	0.001041671171
819	0.001038831723
820	0.001037401711
821	0.001035988776
822	0.001033952351
823	0.001031241536
824	0.001028257005
825	0.001026894059
826	0.001023882681
827	0.001021953796
828	0.001019397661
829	0.001018082858
830	0.001016232197
831	0.001014496179
832	0.001013207516
833	0.001007086785
834	0.001005223027
835	0.001003389815
836	0.001000573991
837	0.0009945948304
838	0.0009928153046
839	0.0009869462298
840	0.000985211351
841	0.0009835047622
842	0.0009818259584
843	0.0009753489821
844	0.0009737125141
845	0.0009710494431
846	0.0009646969873
847	0.000958435546
848	0.0009568616582
849	0.0009507040615
850	0.000949169497
851	0.0009476596043
852	0.000941617312
853	0.00094014495
854	0.0009386961339
855	0.0009327660627
856	0.0009313382881
857	0.0009288695667
858	0.0009230526475
859	0.0009173185938
860	0.0009116662258
861	0.0009064322012
862	0.0009013245314
863	0.0008963404219
864	0.0008914771264
865	0.0008867319464
866	0.0008821022311
867	0.0008775853766
868	0.0008765383868
869	0.0008721359316
870	0.0008711062563
871	0.000870089649
872	0.0008686499884
873	0.0008643645701
874	0.0008612755882
875	0.000860283705
876	0.0008593044
877	0.0008578987164
878	0.0008537777308
879	0.0008508485389
880	0.0008498929649
881	0.0008489495005
882	0.0008475770311
883	0.0008466462402
884	0.0008438294326
885	0.0008429168875
886	0.0008420158706
887	0.0008392995752
888	0.0008384161734
889	0.0008375439029
890	0.0008362056654
891	0.0008313854656
892	0.0008305291319
893	0.0008257915678
894	0.0008211311805
895	0.0008165468205
896	0.000813988368
897	0.0008095231389
898	0.0008051309214
899	0.0008005857172
900	0.0007961060519
901	0.0007916909866
902	0.0007875553529
903	0.0007832637182
904	0.00078105031
905	0.0007768548012
906	0.0007727196918
907	0.0007686441184
908	0.0007646272301
909	0.000760668188
910	0.0007587687239
911	0.0007546668633
912	0.0007511743263
913	0.0007507015405
914	0.0007472578509
915	0.0007467919522
916	0.000743396347
917	0.0007429371982
918	0.0007382503883
919	0.0007377998962
920	0.0007373551738
921	0.0007340537449
922	0.0007336153911
923	0.0007313684761
924	0.0007309341544
925	0.0007305053985
926	0.0007282821305
927	0.0007278572723
928	0.0007274378489
929	0.000724228074
930	0.0007238146232
931	0.000721630992
932	0.0007212212477
933	0.0007208167507
934	0.0007204174308
935	0.0007172716585
936	0.0007151268849
937	0.0007147316353
938	0.0007143414543
939	0.0007139562738
940	0.0007108725881
941	0.0007087659176
942	0.0007083845865
943	0.0007073807411
944	0.0007070049866
945	0.0007049222803
946	0.000704549793
947	0.0007035671084
948	0.0007005635053
949	0.0007001968748
950	0.0006981544604
951	0.0006977910138
952	0.0006968301534
953	0.0006934274313
954	0.0006930828639
955	0.0006903581965
956	0.00069001771
957	0.0006890786928
958	0.0006887435148
959	0.0006862526633
960	0.000685331477
961	0.0006850008982
962	0.0006840971432
963	0.0006810105565
964	0.0006802951703
965	0.0006795884035
966	0.0006771679911
967	0.0006762876943
968	0.0006755943246
969	0.0006747330626
970	0.0006740513308
971	0.0006707332959
972	0.0006700011769
973	0.0006692811746
974	0.0006685730555
975	0.0006678765916
976	0.0006647759913
977	0.0006642675954
978	0.0006637664381
979	0.0006630848587
980	0.0006612085479
981	0.0006607181887
982	0.0006600514854
983	0.0006595715562
984	0.0006570811927
985	0.0006564267843
986	0.0006559590324
987	0.0006553185774
988	0.0006525156999
989	0.0006520574266
990	0.0006516056876
991	0.0006511603866
992	0.000647387014
993	0.0006467625773
994	0.0006440317268
995	0.0006434175308
996	0.0006429856511
997	0.0006425599232
998	0.000639872715
999	0.0006394526142
